,PRN,Epoch_Time_of_Clock,SV_Clock_Bias,SV_Clock_Drift,SV_Clock_Drift_Rate,IODE,Crs,Del_n,M0,Cuc,e,Cus,sqrt_A,Toe,Cic,OMEGA,Cis,i0,Crc,omega,OMEGA_dot,I_dot,Codes,GPS_week,L2_P_Data_flag,SV_accuracy,SV_health,Tgd,IODC,T_Tx,Fit_Interval
46,32,171101080000,-0.000519284978509,-3.75166564481e-12,0,23,66.125,4.29089301863e-09,2.47148163513,3.5669654607800004e-06,0.0014817941701,1.08703970909e-05,5153.60757828,288000,-3.35276126862e-08,3.0914552925700005,-5.7741999626199995e-08,0.958060797409,165.71875,-2.60230515879,-7.93175896103e-09,3.3358532373900006e-10,1,1973,0,0,0,4.65661287308e-10,23,282066,0
50,32,171101100000,-0.000519311986864,-3.75166564481e-12,0,24,62.34375,4.26946355458e-09,-2.7611857864,3.33413481712e-06,0.00148302421439,1.14347785711e-05,5153.6051693,295200,-1.86264514923e-09,3.0913985810900004,-2.23517417908e-08,0.958063421884,156.5,-2.60260249835,-7.86889919981e-09,3.1537027929500004e-10,1,1973,0,0,0,4.65661287308e-10,24,288006,0
64,32,171101120000,-0.0005193389952180001,-3.75166564481e-12,0,25,67.75,4.274106605120001e-09,-1.71003036106,3.61539423466e-06,0.00148175831418,1.23009085655e-05,5153.60869408,302400,2.6077032089200004e-08,3.0913421651200004,-9.313225746150001e-08,0.9580655811509999,144.03125,-2.6035383548400004,-7.876042354490001e-09,2.64296723305e-10,1,1973,0,0,0,4.65661287308e-10,25,295206,0
74,32,171101140000,-0.000519366003573,-3.75166564481e-12,0,26,73.1875,4.43197032364e-09,-0.66027453577,3.6600977182400003e-06,0.00148170010652,1.21984630823e-05,5153.60745621,309600,7.450580596919999e-08,3.09128559554,5.7741999626199995e-08,0.9580666081200001,145.65625,-2.6030744298700004,-8.018191132699999e-09,1.7857886709799998e-10,1,1973,0,0,0,4.65661287308e-10,26,302406,0
83,32,171101160000,-0.000519392546266,-3.75166564481e-12,0,27,76.21875,4.4587571537e-09,0.39016290547399995,3.920868039130001e-06,0.0014826402766600002,1.17085874081e-05,5153.6092968,316800,3.35276126862e-08,3.0912277122600003,6.89178705215e-08,0.958067776991,152.5625,-2.60329175367,-8.04176354316e-09,1.7679307842700001e-10,1,1973,0,0,0,4.65661287308e-10,27,309606,0
190,32,171102080000,-0.000519605353475,-3.63797880709e-12,0,118,62.40625,4.17588822822e-09,2.5100387707,3.37325036526e-06,0.0014810976572299998,1.20736658573e-05,5153.610387799999,374400,-1.4901161193799999e-08,3.09076982475,-5.21540641785e-08,0.958081579623,142.96875,-2.6045994239500003,-7.86104172966e-09,1.9929401568099998e-10,1,1973,0,0,0,4.65661287308e-10,118,368226,0
194,32,171102100000,-0.000519631896168,-3.63797880709e-12,0,119,56.21875,4.16481633846e-09,-2.72264847191,3.02866101265e-06,0.0014826372498599999,1.26734375954e-05,5153.6074276,381600,-3.72529029846e-09,3.0907136677200002,3.72529029846e-09,0.95808322248,132.75,-2.6048793152900003,-7.79353891789e-09,1.7179287014799998e-10,1,1973,0,0,0,4.65661287308e-10,119,374406,0
207,32,171102120000,-0.000519658438861,-3.63797880709e-12,0,120,61.21875,4.14517266308e-09,-1.67103237366,3.2763928175e-06,0.0014810060383800001,1.38357281685e-05,5153.61239052,388800,2.04890966415e-08,3.09065801392,-1.0617077350599999e-07,0.9580842201909999,114.4375,-2.60627858034,-7.79853912617e-09,8.321775206770001e-11,1,1973,0,0,0,4.65661287308e-10,120,381606,0
222,32,171102140000,-0.0005196845158929999,-3.63797880709e-12,0,121,68.78125,4.31625121776e-09,-0.621466677987,3.41981649399e-06,0.00148075295147,1.37928873301e-05,5153.61054611,396000,5.5879354476900004e-08,3.0906019592900003,4.842877388e-08,0.958083951014,114.34375,-2.6056275145,-7.941759377580001e-09,2.5001041393700003e-12,1,1973,0,0,0,4.65661287308e-10,121,388806,0
232,32,171102160000,-0.0005197110585869999,-3.63797880709e-12,0,125,73.0,4.3291088961900005e-09,0.42902265588699995,3.74391674995e-06,0.00148196716327,1.32136046886e-05,5153.61289406,403200,2.6077032089200004e-08,3.09054466557,5.40167093277e-08,0.958083889571,123.34375,-2.6058997855,-7.95890294883e-09,2.1429464051800003e-12,1,1973,0,0,0,4.65661287308e-10,125,396006,0
